1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
1365.0,658.3000000119209,973.6999999880791,917.1999999880791
1179.0,813.5,612.3999999761581,1041.0999999642372
902.3999999761581,831.0999999642372,640.5,1016.1999999880791
1405.0,1291.5,812.0,847.5
930.5999999977648,3442.7000000029802,804.3000000007451,460.80000000074506,416.6000000014901,896.0,540.6999999992549,666.6999999992549,1078.0,809.8999999985099,483.80000000074506,682.5,678.9000000022352,571.5,891.7999999970198
