ミスで左が最下位になってたっぽい
1, 1, 0.7666666666666667,0.6, 0.6, 0.4, 0.1, 0.1
2, 1, 0.3333333333333333,0.0, 0.25, 0.5, 0.5, 0.5625
3, 1, 0.45707070707070707,0.24747474747474751, 0.39425505050505044, 0.5050505050505049, 0.2512626262626263, 0.46022727272727276
4, 1, 0.5932203389830505,0.4425612052730698, 0.6570150659133711, 0.6007532956685493, 0.4171374764595103, 0.6885593220338984


1, 3, 0.7666666666666667,0.6, 0.6, 0.4, 0.1, 0.1
2, 3, 0.3333333333333333,0.0, 0.25, 0.5, 0.5, 0.5625
3, 3, 0.45707070707070707,0.24747474747474751, 0.3929924242424242, 0.5050505050505049, 0.2512626262626263, 0.46022727272727276
4, 3, 0.5969868173258001,0.4425612052730698, 0.6584274952919021, 0.5988700564971746, 0.4171374764595103, 0.6890301318267421
